customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
2242,25,9,2265.0299999999997,3,2,2,About to Sleep
2243,63,7,1396.66,1,1,1,Hibernating
2244,14,6,1053.61,4,1,1,Promising
2245,3,4,609.55,5,1,1,New Customers
2246,36,12,3912.52,2,4,5,At Risk
2247,1,16,4907.18,5,5,5,Champions
2248,66,9,2529.0299999999997,1,2,3,Hibernating
2249,42,13,3043.8,2,5,4,Cannot Lose Them
2250,39,10,3334.97,2,3,4,At Risk
2251,15,13,3445.89,3,5,5,Loyal Customers
2252,8,6,1631.9,4,1,1,Promising
2253,25,8,2009.1799999999998,3,2,2,About to Sleep
2254,34,9,2133.32,2,2,2,Hibernating
2255,33,11,2475.69,2,4,3,At Risk
2256,31,10,2455.41,2,3,3,At Risk
2257,4,9,2580.31,5,2,3,Potential Loyalists
2258,3,8,2532.17,5,2,3,Potential Loyalists
2259,31,14,3865.93,2,5,5,Cannot Lose Them
2260,9,13,3747.1,4,5,5,Loyal Customers
2261,1,10,2077.54,5,3,2,Potential Loyalists
2262,2,17,3688.0,5,5,5,Champions
2263,11,10,3096.99,4,3,4,Potential Loyalists
2264,3,12,3516.61,5,4,5,Champions
2265,12,11,3059.93,4,4,4,Loyal Customers
2266,10,10,1714.28,4,3,1,Potential Loyalists
2267,66,20,5775.32,1,5,5,Cannot Lose Them
2268,114,16,4025.42,1,5,5,Cannot Lose Them
2269,60,9,1908.1,2,2,2,Hibernating
2270,31,4,1247.19,2,1,1,Hibernating
2271,63,8,2802.34,1,2,4,Hibernating
2272,2,13,3085.27,5,5,4,Champions
2273,9,7,2237.2799999999997,4,1,2,Promising
2274,4,10,3106.35,5,3,4,Potential Loyalists
2275,8,10,1982.19,4,3,2,Potential Loyalists
2276,63,15,3422.11,1,5,5,Cannot Lose Them
2277,5,9,2512.77,5,2,3,Potential Loyalists
2278,9,8,2488.25,4,2,3,Potential Loyalists
2279,6,9,2375.08,4,2,3,Potential Loyalists
2280,23,9,2323.71,3,2,3,About to Sleep
2281,49,6,1815.58,2,1,2,Hibernating
2282,30,11,3748.62,2,4,5,At Risk
2283,100,7,1827.4,1,1,2,Hibernating
2284,57,9,2360.28,2,2,3,Hibernating
2285,148,10,2590.87,1,3,3,At Risk
2286,78,13,2962.08,1,5,4,Cannot Lose Them
2287,9,12,2689.98,4,4,3,Loyal Customers
2288,31,10,2517.19,2,3,3,At Risk
2289,195,14,3479.0299999999997,1,5,5,Cannot Lose Them
2290,3,10,3029.61,5,3,4,Potential Loyalists
2291,2,11,2459.57,5,4,3,Champions
2292,36,16,4053.3,2,5,5,Cannot Lose Them
2293,1,14,3995.51,5,5,5,Champions
2294,27,6,1832.63,3,1,2,About to Sleep
2295,41,5,959.1,2,1,1,Hibernating
2296,1,12,2699.49,5,4,3,Champions
2297,1,11,2833.8199999999997,5,4,4,Champions
2298,20,10,3173.81,3,3,4,Need Attention
2299,31,10,2365.34,2,3,3,At Risk
2300,5,18,4275.3099999999995,5,5,5,Champions
2301,83,10,2510.3900000000003,1,3,3,At Risk
2302,60,14,3951.82,2,5,5,Cannot Lose Them
2303,11,12,2190.65,4,4,2,Loyal Customers
2304,4,5,964.27,5,1,1,New Customers
2305,11,9,2853.85,4,2,4,Potential Loyalists
2306,58,9,3071.27,2,2,4,Hibernating
2307,5,14,3575.25,5,5,5,Champions
2308,3,15,4355.99,5,5,5,Champions
2309,2,13,3477.34,5,5,5,Champions
2310,31,9,2133.35,2,2,2,Hibernating
2311,13,9,2132.59,4,2,2,Potential Loyalists
2312,87,11,3231.88,1,4,4,At Risk
2313,198,6,1463.99,1,1,1,Hibernating
2314,10,10,2609.96,4,3,3,Potential Loyalists
2315,54,10,2989.49,2,3,4,At Risk
2316,11,9,2275.09,4,2,2,Potential Loyalists
2317,32,5,1545.93,2,1,1,Hibernating
2318,15,8,1440.73,3,2,1,About to Sleep
2319,2,7,1524.56,5,1,1,New Customers
2320,23,14,3814.0699999999997,3,5,5,Loyal Customers
2321,19,9,1952.06,3,2,2,About to Sleep
2322,6,5,1438.1599999999999,4,1,1,Promising
2323,246,11,3442.38,1,4,5,At Risk
2324,39,2,273.33000000000004,2,1,1,Hibernating
2325,2,7,2560.0,5,1,3,New Customers
2326,33,14,3620.36,2,5,5,Cannot Lose Them
2327,123,3,1073.3400000000001,1,1,1,Hibernating
2328,21,17,3933.8199999999997,3,5,5,Loyal Customers
2329,63,13,2827.46,1,5,4,Cannot Lose Them
2330,6,11,2459.27,4,4,3,Loyal Customers
2331,11,12,2920.88,4,4,4,Loyal Customers
2332,95,11,2854.42,1,4,4,At Risk
2333,61,10,2514.69,1,3,3,At Risk
2334,81,7,1816.0,1,1,2,Hibernating
2335,34,9,2041.24,2,2,2,Hibernating
2336,20,10,3082.27,3,3,4,Need Attention
2337,5,13,3217.85,5,5,4,Champions
2338,40,10,2551.03,2,3,3,At Risk
2339,3,7,1810.92,5,1,1,New Customers
2340,155,9,2657.79,1,2,3,Hibernating
2341,3,12,4356.38,5,4,5,Champions
2342,65,5,1299.02,1,1,1,Hibernating
2343,10,7,2301.85,4,1,2,Promising
2344,35,12,3037.52,2,4,4,At Risk
2345,22,8,2116.83,3,2,2,About to Sleep
2346,93,10,2441.64,1,3,3,At Risk
2347,17,12,2772.45,3,4,4,Loyal Customers
2348,78,9,2398.91,1,2,3,Hibernating
2349,39,10,2617.09,2,3,3,At Risk
2350,127,9,2672.55,1,2,3,Hibernating
2351,3,8,2036.1699999999998,5,2,2,Potential Loyalists
2352,9,11,3033.85,4,4,4,Loyal Customers
2353,17,8,2206.7400000000002,3,2,2,About to Sleep
2354,1,10,2803.92,5,3,4,Potential Loyalists
2355,4,10,3238.29,5,3,4,Potential Loyalists
2356,28,11,2408.4,3,4,3,Loyal Customers
2357,5,10,2666.17,5,3,3,Potential Loyalists
2358,76,6,1487.73,1,1,1,Hibernating
2359,43,7,2521.7599999999998,2,1,3,Hibernating
2360,62,9,2234.48,1,2,2,Hibernating
2361,16,11,2437.61,3,4,3,Loyal Customers
2362,1,13,2678.25,5,5,3,Champions
2363,62,9,3284.3199999999997,1,2,4,Hibernating
2364,118,6,1305.53,1,1,1,Hibernating
2365,32,6,1217.3,2,1,1,Hibernating
2366,84,5,1332.19,1,1,1,Hibernating
2367,4,12,2567.83,5,4,3,Champions
2368,4,10,2349.79,5,3,3,Potential Loyalists
2369,22,10,2319.73,3,3,3,Need Attention
2370,16,11,2452.76,3,4,3,Loyal Customers
2371,50,13,2508.74,2,5,3,Cannot Lose Them
2372,37,6,1363.5,2,1,1,Hibernating
2373,5,19,5309.6,5,5,5,Champions
2374,7,13,3647.99,4,5,5,Loyal Customers
2375,2,12,3268.71,5,4,4,Champions
2376,13,9,3283.32,4,2,4,Potential Loyalists
2377,9,13,3240.43,4,5,4,Loyal Customers
2378,21,4,959.88,3,1,1,About to Sleep
2379,44,7,1712.5700000000002,2,1,1,Hibernating
2380,1,14,4492.79,5,5,5,Champions
2381,10,18,4936.69,4,5,5,Loyal Customers
2382,76,12,2786.01,1,4,4,At Risk
2383,1,10,2117.0,5,3,2,Potential Loyalists
2384,8,13,4398.95,4,5,5,Loyal Customers
2385,16,14,3772.4,3,5,5,Loyal Customers
2386,12,11,2774.17,4,4,4,Loyal Customers
2387,10,11,3242.58,4,4,4,Loyal Customers
2388,2,12,2904.46,5,4,4,Champions
2389,3,16,4160.71,5,5,5,Champions
2390,46,6,1811.77,2,1,2,Hibernating
2391,62,12,3110.5299999999997,1,4,4,At Risk
2392,40,13,2965.94,2,5,4,Cannot Lose Them
2393,51,12,3347.7,2,4,5,At Risk
2394,12,14,3859.3,4,5,5,Loyal Customers
2395,3,6,1794.55,5,1,1,New Customers
2396,6,9,2847.56,4,2,4,Potential Loyalists
2397,20,15,3375.13,3,5,5,Loyal Customers
2398,215,8,1630.59,1,2,1,Hibernating
2399,97,8,2829.22,1,2,4,Hibernating
2400,4,4,601.48,5,1,1,New Customers
2401,9,12,3967.42,4,4,5,Loyal Customers
2402,1,9,2256.13,5,2,2,Potential Loyalists
2403,3,11,2402.18,5,4,3,Champions
2404,41,14,4613.49,2,5,5,Cannot Lose Them
2405,4,6,1408.24,5,1,1,New Customers
2406,1,8,2367.43,5,2,3,Potential Loyalists
2407,56,10,2278.2799999999997,2,3,2,At Risk
2408,62,3,499.1,1,1,1,Hibernating
2409,73,9,2164.83,1,2,2,Hibernating
2410,56,9,2234.88,2,2,2,Hibernating
2411,58,9,2040.0,2,2,2,Hibernating
2412,8,3,969.89,4,1,1,Promising
2413,117,9,2347.66,1,2,3,Hibernating
2414,1,9,2389.1,5,2,3,Potential Loyalists
2415,9,7,1948.83,4,1,2,Promising
2416,33,12,3102.91,2,4,4,At Risk
2417,1,13,3271.45,5,5,4,Champions
2418,3,10,1962.5600000000002,5,3,2,Potential Loyalists
2419,102,5,1637.69,1,1,1,Hibernating
2420,12,12,3533.4300000000003,4,4,5,Loyal Customers
2421,22,7,1434.31,3,1,1,About to Sleep
2422,190,7,2834.97,1,1,4,Hibernating
2423,6,9,1854.74,4,2,2,Potential Loyalists
2424,16,11,2612.7799999999997,3,4,3,Loyal Customers
2425,1,12,3917.69,5,4,5,Champions
2426,1,18,5013.89,5,5,5,Champions
2427,18,8,2380.55,3,2,3,About to Sleep
2428,2,7,931.94,5,1,1,New Customers
2429,142,5,1273.8000000000002,1,1,1,Hibernating
2430,140,2,386.34,1,1,1,Hibernating
2431,23,9,3049.51,3,2,4,About to Sleep
2432,15,10,2160.87,3,3,2,Need Attention
2433,24,8,2235.0499999999997,3,2,2,About to Sleep
2434,7,6,1729.0700000000002,4,1,1,Promising
2435,265,8,2126.74,1,2,2,Hibernating
2436,99,10,1999.15,1,3,2,At Risk
2437,1,10,2789.6,5,3,4,Potential Loyalists
2438,5,11,2490.2,5,4,3,Champions
2439,325,7,2131.73,1,1,2,Hibernating
2440,20,10,3330.54,3,3,4,Need Attention
2441,39,12,3599.56,2,4,5,At Risk
2442,8,8,1979.09,4,2,2,Potential Loyalists
2443,41,9,2445.01,2,2,3,Hibernating
2444,58,11,2430.96,2,4,3,At Risk
2445,11,10,2794.04,4,3,4,Potential Loyalists
2446,77,7,1961.06,1,1,2,Hibernating
2447,66,12,2767.07,1,4,4,At Risk
2448,7,8,1939.59,4,2,2,Potential Loyalists
2449,36,12,3155.93,2,4,4,At Risk
2450,5,11,2788.61,5,4,4,Champions
2451,1,11,2347.58,5,4,3,Champions
2452,38,9,2845.29,2,2,4,Hibernating
2453,50,11,2995.21,2,4,4,At Risk
2454,6,10,2672.41,4,3,3,Potential Loyalists
2455,5,10,2503.5299999999997,5,3,3,Potential Loyalists
2456,10,13,4425.37,4,5,5,Loyal Customers
2457,29,13,3527.11,3,5,5,Loyal Customers
2458,1,8,1992.24,5,2,2,Potential Loyalists
2459,4,11,3073.35,5,4,4,Champions
2460,29,11,3333.86,3,4,4,Loyal Customers
2461,43,12,3176.92,2,4,4,At Risk
2462,2,6,2349.34,5,1,3,New Customers
2463,72,7,2189.28,1,1,2,Hibernating
2464,28,15,3958.55,3,5,5,Loyal Customers
2465,15,12,3307.7200000000003,3,4,4,Loyal Customers
2466,7,17,3856.44,4,5,5,Loyal Customers
2467,107,6,1942.32,1,1,2,Hibernating
2468,71,10,1636.27,1,3,1,At Risk
2469,52,5,1577.64,2,1,1,Hibernating
2470,4,8,3125.43,5,2,4,Potential Loyalists
2471,24,15,4416.6,3,5,5,Loyal Customers
2472,7,11,2779.33,4,4,4,Loyal Customers
2473,12,12,3421.14,4,4,5,Loyal Customers
2474,17,9,2236.74,3,2,2,About to Sleep
2475,37,6,1162.58,2,1,1,Hibernating
2476,33,15,4076.25,2,5,5,Cannot Lose Them
2477,39,9,2048.46,2,2,2,Hibernating
2478,25,7,1835.45,3,1,2,About to Sleep
2479,67,14,3884.79,1,5,5,Cannot Lose Them
2480,41,12,3876.77,2,4,5,At Risk
2481,194,9,1618.24,1,2,1,Hibernating
2482,8,7,1417.05,4,1,1,Promising
2483,50,9,2428.83,2,2,3,Hibernating
2484,61,13,4317.86,1,5,5,Cannot Lose Them
2485,17,11,2474.76,3,4,3,Loyal Customers
2486,38,13,3281.77,2,5,4,Cannot Lose Them
2487,3,7,888.53,5,1,1,New Customers
2488,12,8,1381.24,4,2,1,Potential Loyalists
2489,12,10,3075.15,4,3,4,Potential Loyalists
2490,31,13,2038.57,2,5,2,Cannot Lose Them
2491,8,15,3637.03,4,5,5,Loyal Customers
2492,5,11,2662.02,5,4,3,Champions
2493,163,10,2540.57,1,3,3,At Risk
2494,13,6,1215.01,4,1,1,Promising
2495,75,4,889.47,1,1,1,Hibernating
2496,39,12,3470.37,2,4,5,At Risk
2497,259,7,1391.2,1,1,1,Hibernating
2498,6,15,4917.41,4,5,5,Loyal Customers
2499,106,6,1961.06,1,1,2,Hibernating
2500,30,6,1644.49,2,1,1,Hibernating
2501,6,2,647.23,4,1,1,Promising
2502,25,16,4668.9,3,5,5,Loyal Customers
2503,27,7,1451.09,3,1,1,About to Sleep
2504,82,11,2641.51,1,4,3,At Risk
2505,9,6,1648.7,4,1,1,Promising
2506,1,11,2586.55,5,4,3,Champions
2507,21,20,5583.82,3,5,5,Loyal Customers
2508,8,8,1709.83,4,2,1,Potential Loyalists
2509,19,8,2349.21,3,2,3,About to Sleep
2510,12,19,4583.53,4,5,5,Loyal Customers
2511,1,10,3135.3,5,3,4,Potential Loyalists
2512,232,6,1063.7,1,1,1,Hibernating
2513,2,12,3225.29,5,4,4,Champions
2514,50,10,2919.21,2,3,4,At Risk
2515,17,9,2661.77,3,2,3,About to Sleep
2516,11,9,2493.89,4,2,3,Potential Loyalists
2517,137,15,3130.67,1,5,4,Cannot Lose Them
2518,41,8,2345.38,2,2,3,Hibernating
2519,2,10,2542.68,5,3,3,Potential Loyalists
2520,7,7,2805.88,4,1,4,Promising
2521,20,10,2631.5,3,3,3,Need Attention
2522,122,10,2962.09,1,3,4,At Risk
2523,17,9,2048.2000000000003,3,2,2,About to Sleep
2524,1,6,2029.4099999999999,5,1,2,New Customers
2525,9,7,1635.5,4,1,1,Promising
2526,72,16,3770.74,1,5,5,Cannot Lose Them
2527,7,13,4309.0,4,5,5,Loyal Customers
2528,1,9,2157.41,5,2,2,Potential Loyalists
2529,8,13,2953.69,4,5,4,Loyal Customers
2530,69,7,1776.5700000000002,1,1,1,Hibernating
2531,127,9,2468.02,1,2,3,Hibernating
2532,33,13,3651.83,2,5,5,Cannot Lose Them
2533,12,8,2302.38,4,2,2,Potential Loyalists
2534,128,12,2991.0699999999997,1,4,4,At Risk
2535,32,8,1914.7800000000002,2,2,2,Hibernating
2536,1,8,1698.76,5,2,1,Potential Loyalists
2537,39,13,3725.53,2,5,5,Cannot Lose Them
2538,5,8,2581.94,5,2,3,Potential Loyalists
2539,1,10,1780.41,5,3,1,Potential Loyalists
2540,17,6,819.51,3,1,1,About to Sleep
2541,18,7,2062.88,3,1,2,About to Sleep
2542,101,8,2452.19,1,2,3,Hibernating
2543,21,14,3780.0,3,5,5,Loyal Customers
2544,13,13,3746.17,4,5,5,Loyal Customers
2545,127,9,1936.36,1,2,2,Hibernating
2546,1,16,3908.55,5,5,5,Champions
2547,24,6,1886.02,3,1,2,About to Sleep
2548,4,13,3276.21,5,5,4,Champions
2549,13,7,1527.6,4,1,1,Promising
2550,3,11,2524.29,5,4,3,Champions
2551,60,10,2903.56,2,3,4,At Risk
2552,15,11,2965.0099999999998,3,4,4,Loyal Customers
2553,133,7,957.77,1,1,1,Hibernating
2554,38,14,3263.51,2,5,4,Cannot Lose Them
2555,28,13,4073.92,3,5,5,Loyal Customers
2556,13,9,2703.9,4,2,3,Potential Loyalists
2557,4,9,2439.28,5,2,3,Potential Loyalists
2558,13,10,2758.11,4,3,3,Potential Loyalists
2559,18,12,2640.6,3,4,3,Loyal Customers
2560,20,16,3389.27,3,5,5,Loyal Customers
2561,6,15,3609.02,4,5,5,Loyal Customers
2562,6,17,5261.49,4,5,5,Loyal Customers
2563,23,7,1948.21,3,1,2,About to Sleep
2564,5,11,3450.61,5,4,5,Champions
2565,11,8,2082.58,4,2,2,Potential Loyalists
2566,128,11,2862.76,1,4,4,At Risk
2567,1,7,1367.25,5,1,1,New Customers
2568,17,11,2732.74,3,4,3,Loyal Customers
2569,25,8,1582.37,3,2,1,About to Sleep
2570,44,11,2039.7,2,4,2,At Risk
2571,7,11,3177.53,4,4,4,Loyal Customers
2572,95,13,2520.01,1,5,3,Cannot Lose Them
2573,1,12,2477.24,5,4,3,Champions
2574,39,12,3692.18,2,4,5,At Risk
2575,8,13,2426.43,4,5,3,Loyal Customers
2576,55,9,2218.44,2,2,2,Hibernating
2577,107,7,2267.38,1,1,2,Hibernating
2578,116,5,856.15,1,1,1,Hibernating
2579,9,3,849.96,4,1,1,Promising
2580,71,8,1294.75,1,2,1,Hibernating
2581,16,15,4073.0499999999997,3,5,5,Loyal Customers
2582,14,8,2082.0,4,2,2,Potential Loyalists
2583,3,7,2068.33,5,1,2,New Customers
2584,7,7,1002.3499999999999,4,1,1,Promising
2585,8,13,2684.91,4,5,3,Loyal Customers
2586,4,10,2464.4,5,3,3,Potential Loyalists
2587,5,12,2636.86,5,4,3,Champions
2588,28,12,2670.65,3,4,3,Loyal Customers
2589,11,12,2664.17,4,4,3,Loyal Customers
2590,53,14,4298.62,2,5,5,Cannot Lose Them
2591,2,11,2415.2400000000002,5,4,3,Champions
2592,90,7,1903.53,1,1,2,Hibernating
2593,21,11,2478.89,3,4,3,Loyal Customers
2594,100,10,3036.15,1,3,4,At Risk
2595,10,15,3381.86,4,5,5,Loyal Customers
2596,23,15,4513.55,3,5,5,Loyal Customers
2597,2,11,2703.06,5,4,3,Champions
2598,29,7,1930.1,3,1,2,About to Sleep
2599,30,15,3065.54,2,5,4,Cannot Lose Them
2600,1,10,3228.4500000000003,5,3,4,Potential Loyalists
2601,9,14,3345.58,4,5,4,Loyal Customers
2602,19,13,3238.02,3,5,4,Loyal Customers
2603,114,13,3605.85,1,5,5,Cannot Lose Them
2604,19,12,3114.06,3,4,4,Loyal Customers
2605,32,7,1625.48,2,1,1,Hibernating
2606,15,14,4377.36,3,5,5,Loyal Customers
2607,118,6,1992.93,1,1,2,Hibernating
2608,25,11,2949.44,3,4,4,Loyal Customers
2609,47,12,3058.29,2,4,4,At Risk
2610,46,5,1556.4,2,1,1,Hibernating
2611,5,11,2303.08,5,4,3,Champions
2612,26,8,1081.0,3,2,1,About to Sleep
2613,183,9,2146.79,1,2,2,Hibernating
2614,2,12,3106.74,5,4,4,Champions
2615,20,5,1312.99,3,1,1,About to Sleep
2616,39,11,3661.9700000000003,2,4,5,At Risk
2617,26,6,1283.45,3,1,1,About to Sleep
2618,37,7,499.84999999999997,2,1,1,Hibernating
2619,18,9,2570.06,3,2,3,About to Sleep
2620,11,9,1513.24,4,2,1,Potential Loyalists
2621,2,6,1955.1299999999999,5,1,2,New Customers
2622,10,6,1682.4,4,1,1,Promising
2623,5,10,2253.27,5,3,2,Potential Loyalists
2624,1,12,2506.04,5,4,3,Champions
2625,22,13,3206.36,3,5,4,Loyal Customers
2626,12,9,2748.19,4,2,3,Potential Loyalists
2627,19,11,3286.14,3,4,4,Loyal Customers
2628,80,11,2197.13,1,4,2,At Risk
2629,6,7,2037.0,4,1,2,Promising
2630,67,9,2469.39,1,2,3,Hibernating
2631,20,9,2142.38,3,2,2,About to Sleep
2632,40,12,3446.3399999999997,2,4,5,At Risk
2633,12,19,5237.64,4,5,5,Loyal Customers
2634,17,10,2293.68,3,3,2,Need Attention
2635,10,12,3849.27,4,4,5,Loyal Customers
2636,47,8,1952.46,2,2,2,Hibernating
2637,15,12,3064.37,3,4,4,Loyal Customers
2638,1,13,1730.5700000000002,5,5,1,Champions
2639,48,9,1492.47,2,2,1,Hibernating
2640,32,4,781.73,2,1,1,Hibernating
2641,7,18,3600.82,4,5,5,Loyal Customers
2642,6,16,3486.99,4,5,5,Loyal Customers
2643,16,9,2862.12,3,2,4,About to Sleep
2644,11,10,2261.36,4,3,2,Potential Loyalists
2645,189,9,2355.05,1,2,3,Hibernating
2646,8,13,4126.69,4,5,5,Loyal Customers
2647,2,15,3695.95,5,5,5,Champions
2648,32,9,2513.15,2,2,3,Hibernating
2649,7,10,2231.2,4,3,2,Potential Loyalists
2650,37,10,1256.4099999999999,2,3,1,At Risk
2651,2,10,2286.46,5,3,2,Potential Loyalists
2652,7,13,3245.09,4,5,4,Loyal Customers
2653,7,8,2238.9,4,2,2,Potential Loyalists
2654,26,5,1519.67,3,1,1,About to Sleep
2655,1,11,3084.7,5,4,4,Champions
2656,3,10,1961.83,5,3,2,Potential Loyalists
2657,5,14,4307.1,5,5,5,Champions
2658,234,9,1936.26,1,2,2,Hibernating
2659,53,11,2266.55,2,4,2,At Risk
2660,10,10,2552.13,4,3,3,Potential Loyalists
2661,34,8,2312.62,2,2,3,Hibernating
2662,18,11,2811.39,3,4,4,Loyal Customers
2663,4,11,2803.37,5,4,4,Champions
2664,37,5,1446.78,2,1,1,Hibernating
2665,7,8,1501.08,4,2,1,Potential Loyalists
2666,52,8,2266.43,2,2,2,Hibernating
2667,24,7,2345.4,3,1,3,About to Sleep
2668,8,7,2047.55,4,1,2,Promising
2669,117,11,3837.19,1,4,5,At Risk
2670,43,9,2454.16,2,2,3,Hibernating
2671,12,7,1501.18,4,1,1,Promising
2672,3,5,1464.17,5,1,1,New Customers
2673,84,8,2518.4700000000003,1,2,3,Hibernating
2674,54,14,3898.45,2,5,5,Cannot Lose Them
2675,23,11,2712.19,3,4,3,Loyal Customers
2676,19,18,4976.84,3,5,5,Loyal Customers
2677,7,8,1975.3200000000002,4,2,2,Potential Loyalists
2678,3,11,2032.36,5,4,2,Champions
2679,14,6,1657.77,4,1,1,Promising
2680,83,12,2916.64,1,4,4,At Risk
2681,25,10,3421.38,3,3,5,Need Attention
2682,63,6,1558.31,1,1,1,Hibernating
2683,7,6,1129.1200000000001,4,1,1,Promising
2684,36,8,2280.32,2,2,2,Hibernating
2685,37,8,2405.0,2,2,3,Hibernating
2686,3,6,1279.53,5,1,1,New Customers
2687,1,14,3346.42,5,5,5,Champions
2688,9,12,2309.02,4,4,3,Loyal Customers
2689,36,10,3377.01,2,3,5,At Risk
2690,32,10,2739.14,2,3,3,At Risk
2691,49,9,2179.8,2,2,2,Hibernating
2692,2,8,2642.49,5,2,3,Potential Loyalists
2693,17,4,715.51,3,1,1,About to Sleep
2694,3,5,1705.6399999999999,5,1,1,New Customers
2695,18,8,2639.94,3,2,3,About to Sleep
2696,282,9,2337.42,1,2,3,Hibernating
2697,11,10,2520.91,4,3,3,Potential Loyalists
2698,3,8,2721.5,5,2,3,Potential Loyalists
2699,137,7,1612.54,1,1,1,Hibernating
2700,2,12,3942.81,5,4,5,Champions
2701,14,13,3203.2200000000003,4,5,4,Loyal Customers
2702,4,13,3354.7200000000003,5,5,5,Champions
2703,160,5,1315.56,1,1,1,Hibernating
2704,9,13,3190.43,4,5,4,Loyal Customers
2705,26,10,3002.8900000000003,3,3,4,Need Attention
2706,2,12,2545.92,5,4,3,Champions
2707,12,8,2091.87,4,2,2,Potential Loyalists
2708,12,8,2002.6899999999998,4,2,2,Potential Loyalists
2709,335,6,1145.63,1,1,1,Hibernating
2710,24,10,3092.42,3,3,4,Need Attention
2711,2,11,2844.78,5,4,4,Champions
2712,2,9,2267.1,5,2,2,Potential Loyalists
2713,25,9,2625.48,3,2,3,About to Sleep
2714,201,3,579.96,1,1,1,Hibernating
2715,1,18,4868.13,5,5,5,Champions
2716,12,9,2388.68,4,2,3,Potential Loyalists
2717,37,6,1760.76,2,1,1,Hibernating
2718,35,8,2125.31,2,2,2,Hibernating
2719,36,9,2300.26,2,2,2,Hibernating
2720,16,11,3283.38,3,4,4,Loyal Customers
2721,151,8,2339.42,1,2,3,Hibernating
2722,212,7,2268.39,1,1,2,Hibernating
2723,18,6,1681.95,3,1,1,About to Sleep
2724,1,12,3783.2,5,4,5,Champions
2725,9,17,3955.45,4,5,5,Loyal Customers
2726,95,11,1830.43,1,4,2,At Risk
2727,12,10,2384.17,4,3,3,Potential Loyalists
2728,2,10,3558.29,5,3,5,Potential Loyalists
2729,9,11,2671.81,4,4,3,Loyal Customers
2730,10,18,5138.65,4,5,5,Loyal Customers
2731,38,5,1858.04,2,1,2,Hibernating
2732,13,16,4158.69,4,5,5,Loyal Customers
2733,54,8,2160.23,2,2,2,Hibernating
2734,12,13,2301.12,4,5,2,Loyal Customers
2735,27,9,2221.4500000000003,3,2,2,About to Sleep
2736,16,16,4526.72,3,5,5,Loyal Customers
2737,31,10,2457.5099999999998,2,3,3,At Risk
2738,1,17,4924.32,5,5,5,Champions
2739,19,12,3051.37,3,4,4,Loyal Customers
2740,14,14,4055.46,4,5,5,Loyal Customers
2741,18,8,1733.55,3,2,1,About to Sleep
2742,26,5,1198.37,3,1,1,About to Sleep
2743,81,4,1385.55,1,1,1,Hibernating
2744,5,6,1633.4099999999999,5,1,1,New Customers
2745,143,5,1833.75,1,1,2,Hibernating
2746,53,6,1438.1200000000001,2,1,1,Hibernating
2747,4,5,930.38,5,1,1,New Customers
2748,31,15,4130.59,2,5,5,Cannot Lose Them
2749,8,10,2945.7,4,3,4,Potential Loyalists
2750,33,10,1698.44,2,3,1,At Risk
2751,8,10,2334.69,4,3,3,Potential Loyalists
2752,80,14,4734.150000000001,1,5,5,Cannot Lose Them
2753,47,6,1166.6799999999998,2,1,1,Hibernating
2754,122,4,1588.84,1,1,1,Hibernating
2755,53,12,3369.32,2,4,5,At Risk
2756,64,11,3025.27,1,4,4,At Risk
2757,32,14,3972.32,2,5,5,Cannot Lose Them
2758,4,7,1989.17,5,1,2,New Customers
2759,65,9,2373.18,1,2,3,Hibernating
2760,46,12,2874.89,2,4,4,At Risk
2761,40,11,4012.52,2,4,5,At Risk
2762,57,10,3168.3,2,3,4,At Risk
2763,11,10,2755.9,4,3,3,Potential Loyalists
2764,111,8,2284.29,1,2,2,Hibernating
2765,36,9,2770.35,2,2,4,Hibernating
2766,5,8,1490.55,5,2,1,Potential Loyalists
2767,120,4,1368.63,1,1,1,Hibernating
2768,2,9,1633.03,5,2,1,Potential Loyalists
2769,77,6,2031.6399999999999,1,1,2,Hibernating
2770,17,7,1607.81,3,1,1,About to Sleep
2771,88,9,2566.17,1,2,3,Hibernating
2772,165,6,1521.77,1,1,1,Hibernating
2773,8,8,2194.24,4,2,2,Potential Loyalists
2774,64,12,3002.32,1,4,4,At Risk
2775,82,13,3817.64,1,5,5,Cannot Lose Them
2776,37,9,1790.3,2,2,1,Hibernating
2777,24,9,1463.08,3,2,1,About to Sleep
2778,11,18,4966.95,4,5,5,Loyal Customers
2779,120,11,3308.85,1,4,4,At Risk
2780,1,10,2998.73,5,3,4,Potential Loyalists
2781,93,5,1301.81,1,1,1,Hibernating
2782,3,9,2167.08,5,2,2,Potential Loyalists
2783,12,10,2384.76,4,3,3,Potential Loyalists
2784,7,1,320.22,4,1,1,Promising
2785,31,9,3112.65,2,2,4,Hibernating
2786,132,6,863.66,1,1,1,Hibernating
2787,2,15,4854.58,5,5,5,Champions
2788,21,16,4756.38,3,5,5,Loyal Customers
2789,21,10,2708.26,3,3,3,Need Attention
2790,10,6,1686.74,4,1,1,Promising
2791,10,10,2180.44,4,3,2,Potential Loyalists
2792,10,10,2623.19,4,3,3,Potential Loyalists
2793,13,10,2337.35,4,3,3,Potential Loyalists
2794,28,14,3663.05,3,5,5,Loyal Customers
2795,17,10,2621.71,3,3,3,Need Attention
2796,1,15,3336.53,5,5,4,Champions
2797,91,12,2969.44,1,4,4,At Risk
2798,22,7,1932.7600000000002,3,1,2,About to Sleep
